n,tipoCurto,Ia_Entrada,Va_Entrada,Ia_Saida,Va_Saida
0.01,1,20.4006,7422.9867,35.3329,126.9372
0.02,1,19.9759,7434.8695,34.5971,248.587
0.03,1,19.5629,7446.5508,33.8816,365.1696
0.04,1,19.1616,7458.0061,33.1865,476.9035
0.05,1,18.7719,7469.2164,32.5115,584.004
0.06,1,18.3937,7480.1677,31.8563,686.6822
0.07,1,18.0267,7490.8498,31.2207,785.1431
0.08,1,17.6708,7501.2563,30.6041,879.5854
0.09,1,17.3256,7511.3832,30.0062,970.2004
0.1,1,16.9909,7521.2294,29.4264,1057.1721
0.11,1,16.6664,7530.7954,28.8643,1140.6766
0.12,1,16.3519,7540.0834,28.3194,1220.8823
0.13,1,16.0469,7549.0969,27.7911,1297.9497
0.14,1,15.7512,7557.8404,27.2789,1372.0315
0.15,1,15.4646,7566.3195,26.7823,1443.2732
0.16,1,15.1866,7574.5399,26.3008,1511.8126
0.17,1,14.917,7582.5082,25.8338,1577.7807
0.18,1,14.6555,7590.2312,25.3809,1641.3015
0.19,1,14.4019,7597.7158,24.9415,1702.4926
0.2,1,14.1557,7604.9694,24.5152,1761.4652
0.21,1,13.9169,7611.999,24.1015,1818.3249
0.22,1,13.6851,7618.812,23.6999,1873.1712
0.23,1,13.46,7625.4155,23.31,1926.0987
0.24,1,13.2414,7631.8166,22.9314,1977.1964
0.25,1,13.0291,7638.0223,22.5636,2026.549
0.26,1,12.8228,7644.0395,22.2063,2074.2363
0.27,1,12.6224,7649.8748,21.8591,2120.3341
0.28,1,12.4275,7655.5348,21.5216,2164.9138
0.29,1,12.2381,7661.0257,21.1934,2208.0432
0.3,1,12.0539,7666.3537,20.8743,2249.7866
0.31,1,11.8746,7671.5247,20.5638,2290.2046
0.32,1,11.7003,7676.5445,20.2618,2329.3548
0.33,1,11.5305,7681.4185,19.9678,2367.2917
0.34,1,11.3653,7686.1521,19.6815,2404.0672
0.35,1,11.2044,7690.7505,19.4028,2439.7301
0.36,1,11.0477,7695.2185,19.1314,2474.327
0.37,1,10.895,7699.5609,18.8669,2507.9021
0.38,1,10.7462,7703.7823,18.6091,2540.4971
0.39,1,10.6012,7707.8871,18.3579,2572.1519
0.4,1,10.4598,7711.8794,18.113,2602.9043
0.41,1,10.3218,7715.7633,17.8741,2632.7901
0.42,1,10.1873,7719.5428,17.6411,2661.8436
0.43,1,10.0561,7723.2214,17.4137,2690.0972
0.44,1,9.928,7726.8028,17.1918,2717.5817
0.45,1,9.8029,7730.2905,16.9752,2744.3266
0.46,1,9.6808,7733.6877,16.7637,2770.36
0.47,1,9.5616,7736.9975,16.5571,2795.7084
0.48,1,9.4451,7740.223,16.3554,2820.3974
0.49,1,9.3313,7743.3671,16.1582,2844.4511
0.5,1,9.2201,7746.4325,15.9656,2867.8926
0.51,1,9.1113,7749.422,15.7772,2890.7442
0.52,1,9.005,7752.3382,15.5931,2913.0267
0.53,1,8.9011,7755.1833,15.413,2934.7604
0.54,1,8.7994,7757.96,15.2369,2955.9645
0.55,1,8.6999,7760.6703,15.0646,2976.6573
0.56,1,8.6026,7763.3164,14.896,2996.8564
0.57,1,8.5073,7765.9006,14.731,3016.5785
0.58,1,8.4141,7768.4247,14.5694,3035.8398
0.59,1,8.3227,7770.8907,14.4113,3054.6557
0.6,1,8.2333,7773.3005,14.2564,3073.0408
0.61,1,8.1457,7775.6558,14.1046,3091.0093
0.62,1,8.0599,7777.9583,13.956,3108.5747
0.63,1,7.9758,7780.2097,13.8104,3125.75
0.64,1,7.8934,7782.4116,13.6676,3142.5476
0.65,1,7.8127,7784.5654,13.5277,3158.9795
0.66,1,7.7335,7786.6728,13.3906,3175.057
0.67,1,7.6559,7788.7349,13.2561,3190.7912
0.68,1,7.5797,7790.7533,13.1242,3206.1926
0.69,1,7.505,7792.7292,12.9948,3221.2713
0.7,1,7.4317,7794.6639,12.8679,3236.0372
0.71,1,7.3598,7796.5586,12.7433,3250.4995
0.72,1,7.2893,7798.4144,12.6211,3264.6673
0.73,1,7.22,7800.2325,12.5012,3278.5492
0.74,1,7.152,7802.0139,12.3834,3292.1536
0.75,1,7.0853,7803.7598,12.2678,3305.4884
0.76,1,7.0198,7805.471,12.1542,3318.5614
0.77,1,6.9554,7807.1486,12.0427,3331.3801
0.78,1,6.8921,7808.7936,11.9332,3343.9516
0.79,1,6.83,7810.4067,11.8256,3356.2828
0.8,1,6.769,7811.989,11.7199,3368.3804
0.81,1,6.709,7813.5411,11.616,3380.2508
0.82,1,6.6501,7815.064,11.5139,3391.9001
0.83,1,6.5921,7816.5584,11.4135,3403.3344
0.84,1,6.5351,7818.0252,11.3148,3414.5594
0.85,1,6.4791,7819.4649,11.2178,3425.5807
0.86,1,6.424,7820.8783,11.1224,3436.4037
0.87,1,6.3699,7822.2662,11.0285,3447.0335
0.88,1,6.3166,7823.6291,10.9362,3457.4752
0.89,1,6.2642,7824.9678,10.8454,3467.7336
0.9,1,6.2126,7826.2827,10.7561,3477.8134
0.91,1,6.1619,7827.5746,10.6682,3487.7191
0.92,1,6.1119,7828.844,10.5817,3497.4551
0.93,1,6.0628,7830.0915,10.4966,3507.0257
0.94,1,6.0144,7831.3176,10.4128,3516.4349
0.95,1,5.9668,7832.5228,10.3303,3525.6867
0.96,1,5.9199,7833.7077,10.249,3534.785
0.97,1,5.8737,7834.8727,10.1691,3543.7334
0.98,1,5.8282,7836.0183,10.0903,3552.5357
0.99,1,5.7834,7837.145,10.0127,3561.1952
